ID	Forward	Reverse	home_location	home_sequence	hybrid
23_34A_P3	23_34A_P3_Fw	23_34A_P3_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_34A_P4	23_34A_P4_Fw	23_34A_P4_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_34A_P5	23_34A_P5_Fw	23_34A_P5_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P2_rep1	C9_34_mCh-_P2_rep1_Fw	C9_34_mCh-_P2_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P3_rep1	C9_34_mCh-_P3_rep1_Fw	C9_34_mCh-_P3_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P4_rep1	C9_34_mCh-_P4_rep1_Fw	C9_34_mCh-_P4_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P5_rep1	C9_34_mCh-_P5_rep1_Fw	C9_34_mCh-_P5_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_rep1	C9_34_mCh-_P6_rep1_Fw	C9_34_mCh-_P6_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P2_rep2	C9_34_mCh-_P2_rep2_Fw	C9_34_mCh-_P2_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P3_rep2	C9_34_mCh-_P3_rep2_Fw	C9_34_mCh-_P3_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P4_rep2	C9_34_mCh-_P4_rep2_Fw	C9_34_mCh-_P4_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P5_rep2	C9_34_mCh-_P5_rep2_Fw	C9_34_mCh-_P5_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_rep2	C9_34_mCh-_P6_rep2_Fw	C9_34_mCh-_P6_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
