ID	Forward	Reverse	home_location	home_sequence	hybrid
clone_2-13_34	clone_2-13_34_Fw	clone_2-13_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-25_34	clone_2-25_34_Fw	clone_2-25_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-37_34	clone_2-37_34_Fw	clone_2-37_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-40_34	clone_2-40_34_Fw	clone_2-40_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-43_34	clone_2-43_34_Fw	clone_2-43_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-44_34	clone_2-44_34_Fw	clone_2-44_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-45_34	clone_2-45_34_Fw	clone_2-45_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-46_34	clone_2-46_34_Fw	clone_2-46_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-52_34	clone_2-52_34_Fw	clone_2-52_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-55_34	clone_2-55_34_Fw	clone_2-55_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-58_34	clone_2-58_34_Fw	clone_2-58_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-59_34	clone_2-59_34_Fw	clone_2-59_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-61_34	clone_2-61_34_Fw	clone_2-61_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-68_34	clone_2-68_34_Fw	clone_2-68_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-69_34	clone_2-69_34_Fw	clone_2-69_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-73_34	clone_2-73_34_Fw	clone_2-73_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
clone_2-76_34	clone_2-76_34_Fw	clone_2-76_34_Rv	F1CBS_16	F1CBS_16	CAST-129S
