ID	Forward	Reverse	home_location	home_sequence	hybrid
C9_34_mCh-_P1_H_rep1	C9_34_mCh-_P1_H_rep1_Fw	C9_34_mCh-_P1_H_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P1_L1_rep1	C9_34_mCh-_P1_L1_rep1_Fw	C9_34_mCh-_P1_L1_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P1_L_rep1	C9_34_mCh-_P1_L_rep1_Fw	C9_34_mCh-_P1_L_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P1_H_rep1	C9_34_mCh-_P6_P1_H_rep1_Fw	C9_34_mCh-_P6_P1_H_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P1_L_rep1	C9_34_mCh-_P6_P1_L_rep1_Fw	C9_34_mCh-_P6_P1_L_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P2_H_rep1	C9_34_mCh-_P6_P2_H_rep1_Fw	C9_34_mCh-_P6_P2_H_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P2_L_rep1	C9_34_mCh-_P6_P2_L_rep1_Fw	C9_34_mCh-_P6_P2_L_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P3_1_rep1	C9_34_mCh-_P6_P3_1_rep1_Fw	C9_34_mCh-_P6_P3_1_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P3_2_rep1	C9_34_mCh-_P6_P3_2_rep1_Fw	C9_34_mCh-_P6_P3_2_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P3_3_rep1	C9_34_mCh-_P6_P3_3_rep1_Fw	C9_34_mCh-_P6_P3_3_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P3_4_rep1	C9_34_mCh-_P6_P3_4_rep1_Fw	C9_34_mCh-_P6_P3_4_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P3_5_rep1	C9_34_mCh-_P6_P3_5_rep1_Fw	C9_34_mCh-_P6_P3_5_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P4_1_rep1	C9_34_mCh-_P6_P4_1_rep1_Fw	C9_34_mCh-_P6_P4_1_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P4_2_rep1	C9_34_mCh-_P6_P4_2_rep1_Fw	C9_34_mCh-_P6_P4_2_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P4_3_rep1	C9_34_mCh-_P6_P4_3_rep1_Fw	C9_34_mCh-_P6_P4_3_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P4_4_rep1	C9_34_mCh-_P6_P4_4_rep1_Fw	C9_34_mCh-_P6_P4_4_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P4_5_rep1	C9_34_mCh-_P6_P4_5_rep1_Fw	C9_34_mCh-_P6_P4_5_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P5_1_rep1	C9_34_mCh-_P6_P5_1_rep1_Fw	C9_34_mCh-_P6_P5_1_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P5_2_rep1	C9_34_mCh-_P6_P5_2_rep1_Fw	C9_34_mCh-_P6_P5_2_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P5_3_rep1	C9_34_mCh-_P6_P5_3_rep1_Fw	C9_34_mCh-_P6_P5_3_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P5_4_rep1	C9_34_mCh-_P6_P5_4_rep1_Fw	C9_34_mCh-_P6_P5_4_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P5_5_rep1	C9_34_mCh-_P6_P5_5_rep1_Fw	C9_34_mCh-_P6_P5_5_rep1_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P1_H1_rep2	C9_34_mCh-_P1_H1_rep2_Fw	C9_34_mCh-_P1_H1_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P1_H2_rep2	C9_34_mCh-_P1_H2_rep2_Fw	C9_34_mCh-_P1_H2_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P1_L1_rep2	C9_34_mCh-_P1_L1_rep2_Fw	C9_34_mCh-_P1_L1_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P1_L2_rep2	C9_34_mCh-_P1_L2_rep2_Fw	C9_34_mCh-_P1_L2_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P2_H1_rep2	C9_34_mCh-_P2_H1_rep2_Fw	C9_34_mCh-_P2_H1_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P2_H2_rep2	C9_34_mCh-_P2_H2_rep2_Fw	C9_34_mCh-_P2_H2_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P2_H3_rep2	C9_34_mCh-_P2_H3_rep2_Fw	C9_34_mCh-_P2_H3_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P2_H4_rep2	C9_34_mCh-_P2_H4_rep2_Fw	C9_34_mCh-_P2_H4_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P2_H5_rep2	C9_34_mCh-_P2_H5_rep2_Fw	C9_34_mCh-_P2_H5_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P2_L1_rep2	C9_34_mCh-_P2_L1_rep2_Fw	C9_34_mCh-_P2_L1_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P2_L2_rep2	C9_34_mCh-_P2_L2_rep2_Fw	C9_34_mCh-_P2_L2_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P2_L3_rep2	C9_34_mCh-_P2_L3_rep2_Fw	C9_34_mCh-_P2_L3_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P2_L4_rep2	C9_34_mCh-_P2_L4_rep2_Fw	C9_34_mCh-_P2_L4_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P2_L5_rep2	C9_34_mCh-_P2_L5_rep2_Fw	C9_34_mCh-_P2_L5_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P1_H_rep2	C9_34_mCh-_P6_P1_H_rep2_Fw	C9_34_mCh-_P6_P1_H_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P1_L_rep2	C9_34_mCh-_P6_P1_L_rep2_Fw	C9_34_mCh-_P6_P1_L_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P2_H_rep2	C9_34_mCh-_P6_P2_H_rep2_Fw	C9_34_mCh-_P6_P2_H_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
C9_34_mCh-_P6_P2_L_rep2	C9_34_mCh-_P6_P2_L_rep2_Fw	C9_34_mCh-_P6_P2_L_rep2_Rv	F1CBS_16	F1CBS_16	CAST-129S
