ID	Forward	Reverse	home_location	home_sequence	hybrid
23_E12_P5	69_23_E12_P5_Fw	156_23_E12_P5_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_F1_P5	70_23_F1_P5_Fw	157_23_F1_P5_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_F2_P5	71_23_F2_P5_Fw	158_23_F2_P5_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_F3_P5	72_23_F3_P5_Fw	159_23_F3_P5_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_F4_P5	73_23_F4_P5_Fw	160_23_F4_P5_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_F5_P5	74_23_F5_P5_Fw	161_23_F5_P5_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_F6_P5	75_23_F6_P5_Fw	162_23_F6_P5_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_F7_P5	76_23_F7_P5_Fw	163_23_F7_P5_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_F8_P5	77_23_F8_P5_Fw	164_23_F8_P5_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_F10_P5	78_23_F10_P5_Fw	165_23_F10_P5_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_F11_P5	79_23_F11_P5_Fw	166_23_F11_P5_Rv	F1CBS_16	F1CBS_16	CAST-129S
