ID	Forward	Reverse	home_location	home_sequence	hybrid
XV_09	XV_09_Fw	XV_09_Rv	-	-	-
XV_11	XV_11_Fw	XV_11_Rv	-	-	-
XV_12	XV_12_Fw	XV_12_Rv	-	-	-
XV_14	XV_14_Fw	XV_14_Rv	-	-	-
XV_16	XV_16_Fw	XV_16_Rv	-	-	-
XV_19	XV_19_Fw	XV_19_Rv	-	-	-
XV_23	XV_23_Fw	XV_23_Rv	-	-	-
XV_27	XV_27_Fw	XV_27_Rv	-	-	-
XV_30	XV_30_Fw	XV_30_Rv	-	-	-
XV_32	XV_32_Fw	XV_32_Rv	-	-	-
BChop_1	BChop_1_Fw	BChop_1_Rv	F1_NanogSB	NanogSB_PB_LP	CAST-129S
BChop_2	BChop_2_Fw	BChop_2_Rv	F1_NanogSB	NanogSB_PB_LP	CAST-129S
23_P1_1	23_P1_1_Fw	23_P1_1_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P2_1	23_P2_1_Fw	23_P2_1_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P2_2	23_P2_2_Fw	23_P2_2_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P2_3	23_P2_3_Fw	23_P2_3_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P2_4	23_P2_4_Fw	23_P2_4_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P3_1	23_P3_1_Fw	23_P3_1_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P3_2	23_P3_2_Fw	23_P3_2_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P3_3	23_P3_3_Fw	23_P3_3_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P3_4	23_P3_4_Fw	23_P3_4_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P4_1	23_P4_1_Fw	23_P4_1_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P4_2	23_P4_2_Fw	23_P4_2_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P4_3	23_P4_3_Fw	23_P4_3_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P4_4	23_P4_4_Fw	23_P4_4_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P5_1	23_P5_1_Fw	23_P5_1_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P5_2	23_P5_2_Fw	23_P5_2_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P5_3	23_P5_3_Fw	23_P5_3_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P5_4	23_P5_4_Fw	23_P5_4_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P6_1	23_P6_1_Fw	23_P6_1_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P6_2	23_P6_2_Fw	23_P6_2_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P6_3	23_P6_3_Fw	23_P6_3_Rv	F1CBS_16	F1CBS_16	CAST-129S
23_P6_4	23_P6_4_Fw	23_P6_4_Rv	F1CBS_16	F1CBS_16	CAST-129S
A1_P1_1	A1_P1_1_Fw	A1_P1_1_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P1_2	A1_P1_2_Fw	A1_P1_2_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P1_3	A1_P1_3_Fw	A1_P1_3_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P1_4	A1_P1_4_Fw	A1_P1_4_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P1_5	A1_P1_5_Fw	A1_P1_5_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P1_6	A1_P1_6_Fw	A1_P1_6_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P1_7	A1_P1_7_Fw	A1_P1_7_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P2_1	A1_P2_1_Fw	A1_P2_1_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P2_2	A1_P2_2_Fw	A1_P2_2_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P2_3	A1_P2_3_Fw	A1_P2_3_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P2_4	A1_P2_4_Fw	A1_P2_4_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P2_5	A1_P2_5_Fw	A1_P2_5_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P2_6	A1_P2_6_Fw	A1_P2_6_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P2_7	A1_P2_7_Fw	A1_P2_7_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P2_8	A1_P2_8_Fw	A1_P2_8_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P2_9	A1_P2_9_Fw	A1_P2_9_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P2_10	A1_P2_10_Fw	A1_P2_10_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P3_1	A1_P3_1_Fw	A1_P3_1_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P3_2	A1_P3_2_Fw	A1_P3_2_Rv	23_34_A1	23_34_A1_LP	CAST-129S
A1_P3_3	A1_P3_3_Fw	A1_P3_3_Rv	23_34_A1	23_34_A1_LP	CAST-129S
